lat,lon,n,year,month,day,ozone,ozone_max,hour_max,aqi,pressure,humidity,temp,windsp,winddir
33.83062,-117.93845,24,2004,1,19,0.016125,0.033,10,28,29.779167,90.958333,56.541667,2.520833,202.125
33.83062,-117.93845,24,2004,1,20,0.019292,0.04,10,34,29.770833,83.333333,56.25,2.929167,138.416667
33.83062,-117.93845,24,2004,1,21,0.013125,0.026,9,22,29.870833,50.458333,59.291667,3.404167,118.791667
33.83062,-117.93845,24,2004,1,22,0.014708,0.031,9,26,29.916667,26.666667,61.416667,2.341667,200.875
33.83062,-117.93845,24,2004,1,23,0.015417,0.035,9,30,29.825,48.458333,57.708333,2.741667,186.5
33.83062,-117.93845,24,2004,1,24,0.017208,0.035,11,30,29.720833,77.125,52.875,2.8875,139.416667
33.83062,-117.93845,24,2004,1,25,0.018042,0.036,10,31,29.741667,80.166667,56,2.379167,173.791667
33.83062,-117.93845,24,2004,1,26,0.016625,0.035,10,30,29.920833,84.083333,54.541667,2.929167,138.041667
33.83062,-117.93845,24,2004,1,27,0.017708,0.033,10,28,29.9375,84.25,55.333333,2.895833,161.666667
33.83062,-117.93845,24,2004,1,28,0.009042,0.023,9,19,29.833333,91.333333,56.333333,2.35,168.416667
33.83062,-117.93845,24,2004,1,29,0.007792,0.023,10,19,29.825,85.875,55.583333,2.629167,136.958333
33.83062,-117.93845,24,2004,1,30,0.019958,0.036,12,31,29.770833,86.083333,55.541667,3.35,151.25
33.83062,-117.93845,24,2004,1,31,0.0135,0.032,10,27,29.629167,70.625,56.625,2.958333,189.125
33.83062,-117.93845,24,2004,2,1,0.0185,0.045,10,38,29.770833,75.833333,54.333333,2.958333,120.833333
33.83062,-117.93845,24,2004,2,2,0.020875,0.036,10,31,29.75,84.791667,53.583333,3.904167,151.916667
33.83062,-117.93845,6,2004,2,3,0.0055,0.009,0,8,29.627273,85.916667,52.625,2.933333,175.041667
33.83062,-117.93845,12,2004,2,4,0.004917,0.016,12,14,29.741667,73.833333,54.291667,2.920833,138.083333
33.83062,-117.93845,24,2004,2,5,0.006833,0.016,8,14,29.9,62.958333,54.958333,2.520833,153.083333
33.83062,-117.93845,24,2004,2,6,0.010958,0.026,9,22,30.0375,30.458333,59,2.670833,127.916667
33.83062,-117.93845,24,2004,2,7,0.011833,0.026,23,22,29.875,44.666667,57.25,2.604167,141.25
33.83062,-117.93845,24,2004,2,8,0.0245,0.043,7,36,29.8875,21.833333,61.625,5.929167,110.041667
33.83062,-117.93845,24,2004,2,9,0.022917,0.036,22,31,29.8125,25.5,58.333333,4.304167,141
33.83062,-117.93845,24,2004,2,10,0.018417,0.035,9,30,29.8375,23.291667,60.458333,6.191667,84.666667
33.83062,-117.93845,24,2004,2,11,0.011292,0.029,10,25,29.820833,48.583333,55.625,2.783333,147.666667
33.83062,-117.93845,24,2004,2,12,0.022292,0.034,9,29,29.866667,33.291667,59.333333,4.9625,99.458333
33.83062,-117.93845,24,2004,2,13,0.011667,0.028,9,24,29.916667,20.666667,57,2.779167,130
33.83062,-117.93845,24,2004,2,14,0.01025,0.026,11,22,29.9125,47.291667,54.375,2.995833,157.583333
33.83062,-117.93845,24,2004,2,15,0.015375,0.034,10,29,29.908333,74.666667,54.625,2.920833,152.916667
33.83062,-117.93845,24,2004,2,16,0.009292,0.023,10,19,29.983333,82.333333,58.291667,2.633333,234.5
33.83062,-117.93845,24,2004,2,17,0.007875,0.019,11,16,29.9625,76.083333,60.583333,2.0625,205.583333
33.83062,-117.93845,24,2004,2,18,0.004458,0.01,9,8,29.854167,92.666667,52.5,2.1,165.416667
33.83062,-117.93845,24,2004,2,19,0.013917,0.032,10,27,29.816667,87.041667,54.791667,3.254167,143
33.83062,-117.93845,24,2004,2,20,0.013208,0.024,13,20,29.6875,85.875,55.416667,2.604167,212.458333
33.83062,-117.93845,24,2004,2,21,0.018208,0.028,9,24,29.608333,92.291667,52.708333,3.566667,103.083333
33.83062,-117.93845,24,2004,2,22,0.02925,0.038,9,32,29.470833,94.166667,54.958333,4.833333,143.958333
33.83062,-117.93845,24,2004,2,23,0.0175,0.035,11,30,29.591667,87.458333,54.333333,3.208333,188.375
33.83062,-117.93845,24,2004,2,24,0.01625,0.038,9,32,29.858333,86.5,55.083333,3.3625,157.666667
33.83062,-117.93845,24,2004,2,25,0.023125,0.035,9,30,29.829167,83.333333,56.375,3.891667,143.333333
33.83062,-117.93845,24,2004,2,26,0.019542,0.033,9,28,29.679167,89.541667,55.541667,4.408333,214.25
33.83062,-117.93845,24,2004,2,27,0.017333,0.038,10,32,29.704167,78.041667,53.916667,3.641667,216.041667
33.83062,-117.93845,24,2004,2,28,0.0145,0.033,10,28,29.768182,74.863636,53.409091,2.877273,149.227273
33.83062,-117.93845,24,2004,2,29,0.022542,0.045,10,38,29.8125,76.333333,54.833333,3.366667,150.833333
33.83062,-117.93845,24,2004,3,1,0.022708,0.037,10,31,29.7,87.25,53.541667,4.1875,145.208333
33.83062,-117.93845,24,2004,3,2,0.014458,0.034,10,29,29.504167,89.375,53.791667,3.004167,129.208333
33.83062,-117.93845,24,2004,3,3,0.015708,0.034,10,29,29.616667,67.125,59.916667,3.2125,157.25
33.83062,-117.93845,24,2004,3,4,0.023917,0.041,10,35,29.658333,80.75,58.166667,4.070833,155.833333
33.83062,-117.93845,24,2004,3,5,0.018958,0.044,10,37,29.879167,78.458333,58.791667,2.854167,172.708333
33.83062,-117.93845,24,2004,3,6,0.019958,0.049,10,42,29.941667,76.375,61.75,2.2375,195.125
33.83062,-117.93845,24,2004,3,7,0.020792,0.043,9,36,29.920833,43.958333,74.125,4.55,84.083333
33.83062,-117.93845,24,2004,3,8,0.015208,0.036,10,31,29.833333,27.666667,78.583333,3.966667,105.875
33.83062,-117.93845,24,2004,3,9,0.015125,0.035,11,30,29.695833,50.166667,72,2.854167,185.75
33.83062,-117.93845,24,2004,3,10,0.020667,0.035,9,30,29.5875,88.166667,62,3.15,221.208333
33.83062,-117.93845,24,2004,3,11,0.035917,0.042,22,36,29.6375,88.083333,61.541667,3.170833,219.375
33.83062,-117.93845,24,2004,3,12,0.040458,0.046,11,39,29.679167,90.583333,59.833333,3.7625,195.708333
33.83062,-117.93845,24,2004,3,13,0.028958,0.045,11,38,29.7375,85.791667,61.541667,2.916667,233.041667
33.83062,-117.93845,24,2004,3,14,0.030542,0.055,11,47,29.845833,92.541667,60.041667,2.529167,233.875
33.83062,-117.93845,24,2004,3,15,0.034833,0.052,11,44,29.8125,89.5,60.541667,2.925,203.833333
33.83062,-117.93845,24,2004,3,16,0.031792,0.05,13,42,29.720833,89.125,61.375,3.066667,200.875
33.83062,-117.93845,24,2004,3,17,0.029,0.042,14,36,29.633333,86.75,62.708333,2.920833,193.5
33.83062,-117.93845,14,2004,3,18,0.042,0.059,12,50,29.666667,90.083333,61,3.033333,199.958333
33.83062,-117.93845,24,2004,3,19,0.028958,0.056,11,47,29.75,90.708333,61.416667,2.641667,203.583333
33.83062,-117.93845,24,2004,3,20,0.040042,0.065,12,67,29.804167,89.333333,61.125,2.816667,240.916667
33.83062,-117.93845,24,2004,3,21,0.037333,0.058,10,49,29.745833,89.416667,61.291667,2.741667,210.75
33.83062,-117.93845,24,2004,3,22,0.037,0.058,22,49,29.5875,92.833333,61.125,3.141667,208.541667
33.83062,-117.93845,24,2004,3,23,0.033458,0.054,0,46,29.666667,93.695652,59.695652,3.282609,177.347826
33.83062,-117.93845,24,2004,3,24,0.026125,0.044,10,37,29.7625,81.541667,61.666667,3.320833,211.583333
33.83062,-117.93845,24,2004,3,25,0.028792,0.051,9,43,29.8,87.708333,61.083333,3.216667,193.916667
33.83062,-117.93845,24,2004,3,26,0.022333,0.034,11,29,29.816667,80.681818,61.5,3.833333,203.75
33.83062,-117.93845,24,2004,3,27,0.019667,0.043,10,36,29.779167,70.391304,63.291667,3,156.75
33.83062,-117.93845,24,2004,3,28,0.021,0.051,11,43,29.741667,43.333333,72.708333,2.991667,158.291667
33.83062,-117.93845,24,2004,3,29,0.0175,0.046,10,39,29.725,25.25,75.916667,2.395833,197.208333
33.83062,-117.93845,24,2004,3,30,0.023792,0.039,9,33,29.65,78.625,63.583333,3.433333,190.625
33.83062,-117.93845,24,2004,3,31,0.032458,0.047,10,40,29.629167,85.666667,60.541667,3.754167,188.666667
33.83062,-117.93845,24,2004,4,1,0.030417,0.046,7,39,29.575,85.916667,59.041667,3.891667,178
33.83062,-117.93845,24,2004,4,2,0.037333,0.048,10,41,29.5,84.458333,59.125,3.358333,165.083333
33.83062,-117.93845,24,2004,4,3,0.040208,0.051,10,43,29.695833,80.5,61.5,3.758333,197.25
33.83062,-117.93845,24,2004,4,4,0.039167,0.058,9,49,29.7375,82.833333,63.25,3.458333,198
33.83062,-117.93845,24,2004,4,5,0.042,0.054,9,46,29.754167,86.625,61.166667,3.095833,178.333333
33.83062,-117.93845,24,2004,4,6,0.039417,0.052,10,44,29.758333,77.5,60.75,3.475,198.208333
33.83062,-117.93845,24,2004,4,7,0.034,0.054,10,46,29.720833,81.375,61.291667,3.552381,200.952381
33.83062,-117.93845,24,2004,4,8,0.038333,0.051,12,43,29.7,88.958333,60.25,3.0625,177.166667
33.83062,-117.93845,24,2004,4,9,0.044958,0.057,11,48,29.716667,82.041667,63.833333,3.4625,255.958333
33.83062,-117.93845,24,2004,4,10,0.049375,0.057,11,48,29.7,94.333333,59.958333,3.1,208.578947
33.83062,-117.93845,24,2004,4,11,0.046833,0.074,11,97,29.720833,76.791667,66.166667,3.275,251.791667
33.83062,-117.93845,24,2004,4,12,0.036792,0.053,10,45,29.775,85.625,62.75,3.268182,182.5
33.83062,-117.93845,24,2004,4,13,0.032792,0.049,10,42,29.783333,81.291667,61.375,3.521053,215.157895
33.83062,-117.93845,24,2004,4,14,0.036667,0.054,11,46,29.75,76.666667,62.25,3.380952,182.52381
33.83062,-117.93845,24,2004,4,15,0.038458,0.055,10,47,29.7375,80,62.375,4.055556,204.888889
33.83062,-117.93845,24,2004,4,16,0.0355,0.052,9,44,29.7375,76.625,60.75,3.961905,188.904762
33.83062,-117.93845,24,2004,4,17,0.032083,0.044,10,37,29.733333,81.791667,55.666667,4.838095,185.571429
33.83062,-117.93845,24,2004,4,18,0.034792,0.049,9,42,29.8875,70.75,58.458333,3.880952,200.571429
33.83062,-117.93845,24,2004,4,19,0.03,0.044,9,37,29.891667,69.833333,59.375,4.209524,206.619048
33.83062,-117.93845,24,2004,4,20,0.030958,0.048,10,41,29.858333,80.666667,61,3.166667,162.222222
33.83062,-117.93845,24,2004,4,23,0.02875,0.055,11,47,29.720833,42.5,70.75,4.135294,228.411765
33.83062,-117.93845,24,2004,4,24,0.035417,0.068,11,77,29.7125,45.375,71.041667,3.15,184.041667
33.83062,-117.93845,24,2004,4,25,0.045833,0.077,11,104,29.716667,60.625,72.083333,2.7875,209.625
33.83062,-117.93845,24,2004,4,26,0.025833,0.058,11,49,29.729167,48.75,77.708333,2.679167,253.333333
33.83062,-117.93845,24,2004,4,27,0.039042,0.065,11,67,29.670833,45.666667,79.291667,3.683333,175.875
33.83062,-117.93845,24,2004,4,28,0.041875,0.051,9,43,29.5375,88.333333,64.75,4.983333,200.375
33.83062,-117.93845,24,2004,4,29,0.046458,0.059,10,50,29.625,76.375,62.833333,4.479167,199.625
33.83062,-117.93845,24,2004,4,30,0.032292,0.058,10,49,29.766667,74.25,65.791667,3.4625,198.875
33.83062,-117.93845,24,2004,5,1,0.042625,0.073,10,93,29.795833,52.875,73.458333,2.816667,180.083333
33.83062,-117.93845,24,2004,5,2,0.043167,0.078,10,106,29.729167,33.416667,82.166667,3.108333,183.375
33.83062,-117.93845,24,2004,5,3,0.047417,0.079,11,109,29.65,28.208333,84.25,3.5,161.75
33.83062,-117.93845,24,2004,5,4,0.049667,0.07,9,84,29.65,72.041667,72.958333,3.825,206.875
33.83062,-117.93845,24,2004,5,5,0.042542,0.056,9,47,29.716667,80.666667,69.125,3.5125,210.291667
33.83062,-117.93845,24,2004,5,6,0.037042,0.058,10,49,29.775,46.52381,74.25,3.070833,195.666667
33.83062,-117.93845,24,2004,5,7,0.034208,0.051,10,43,29.754167,58.041667,72.583333,3.504167,210.666667
33.83062,-117.93845,24,2004,5,8,0.040083,0.062,10,58,29.733333,64.041667,70.458333,3.684211,187.210526
33.83062,-117.93845,24,2004,5,9,0.04625,0.069,10,80,29.629167,69.291667,69.125,4.4,211.3
33.83062,-117.93845,22,2004,5,10,0.051955,0.061,9,54,29.6,80.583333,65.541667,5.138462,200.846154
33.83062,-117.93845,18,2004,5,11,0.055,0.063,8,61,29.618182,79,64.545455,4.163636,198.909091
33.83062,-117.93845,24,2004,5,12,0.049125,0.066,10,71,29.6625,70.416667,66.25,3.7125,210.708333
33.83062,-117.93845,24,2004,5,13,0.049125,0.076,10,101,29.7125,63.5,69.666667,3.070833,190.791667
33.83062,-117.93845,24,2004,5,14,0.049417,0.075,10,100,29.666667,62.166667,73.083333,3.079167,202.416667
33.83062,-117.93845,24,2004,5,15,0.054708,0.075,9,100,29.625,73.916667,69.791667,3.454167,186.208333
33.83062,-117.93845,24,2004,5,16,0.05225,0.061,9,54,29.625,82.666667,66.375,3.933333,187.25
33.83062,-117.93845,24,2004,5,17,0.04725,0.056,10,47,29.720833,76.708333,66.083333,4.3375,201.458333
33.83062,-117.93845,24,2004,5,18,0.04275,0.06,10,51,29.783333,74.208333,66.916667,4.0375,233.208333
33.83062,-117.93845,24,2004,5,19,0.041792,0.057,9,48,29.729167,79.25,65.416667,3.9875,181.458333
33.83062,-117.93845,24,2004,5,20,0.047042,0.057,9,48,29.775,81.125,64.458333,4.154167,204.958333
33.83062,-117.93845,24,2004,5,21,0.049333,0.059,9,50,29.783333,77.708333,63.708333,4.2625,227.75
33.83062,-117.93845,24,2004,5,22,0.049208,0.058,10,49,29.733333,77.708333,64.083333,4.05,204.375
33.83062,-117.93845,24,2004,5,23,0.050292,0.057,9,48,29.6875,82.708333,63.208333,3.858333,204.25
33.83062,-117.93845,24,2004,5,24,0.052625,0.058,9,49,29.7,75,63.416667,4.295833,187.25
33.83062,-117.93845,24,2004,5,25,0.049875,0.055,10,47,29.7,69.083333,62.833333,4.454167,188.666667
33.83062,-117.93845,24,2004,5,26,0.043292,0.058,9,49,29.7125,69.166667,64.25,4.008333,226.166667
33.83062,-117.93845,24,2004,5,27,0.047292,0.061,10,54,29.745833,81.375,64.125,3.7875,188.416667
33.83062,-117.93845,24,2004,5,28,0.047542,0.053,7,45,29.7,86.583333,63.458333,3.645833,229.5
33.83062,-117.93845,24,2004,5,29,0.045792,0.065,11,67,29.675,80.208333,67,4.095833,200.958333
33.83062,-117.93845,24,2004,5,30,0.049917,0.084,9,122,29.704167,71.625,72.041667,2.7875,201.708333
33.83062,-117.93845,24,2004,5,31,0.047458,0.071,9,87,29.641667,70.583333,72.5,3.2875,196.916667
33.83062,-117.93845,24,2004,6,1,0.047667,0.065,10,67,29.558333,81.833333,70.041667,3.783333,218.041667
33.83062,-117.93845,24,2004,6,2,0.046542,0.059,10,50,29.570833,85,68.666667,3.908333,214.583333
33.83062,-117.93845,24,2004,6,3,0.046042,0.057,10,48,29.675,85.208333,68.625,3.658333,192
33.83062,-117.93845,24,2004,6,4,0.056292,0.076,10,101,29.7125,87.25,69.083333,3.829167,216.875
33.83062,-117.93845,24,2004,6,5,0.061375,0.08,9,111,29.645833,87.166667,68.5,3.583333,205.083333
33.83062,-117.93845,24,2004,6,6,0.057208,0.064,6,64,29.525,85,67.25,4.008333,207.958333
33.83062,-117.93845,24,2004,6,7,0.056833,0.061,11,54,29.533333,90,64.75,3.645833,203.875
33.83062,-117.93845,24,2004,6,8,0.052,0.06,9,51,29.579167,80.5,66.416667,5.016667,210.125
33.83062,-117.93845,24,2004,6,9,0.041833,0.053,8,45,29.695833,76.833333,63.916667,4.6875,230.833333
33.83062,-117.93845,24,2004,6,10,0.040583,0.054,9,46,29.725,74.416667,66.875,3.491667,173.375
33.83062,-117.93845,24,2004,6,11,0.048792,0.059,9,50,29.675,83.458333,67.166667,3.941667,188.958333
33.83062,-117.93845,24,2004,6,12,0.0535,0.065,9,67,29.691667,81.875,68.291667,3.833333,195.5
33.83062,-117.93845,24,2004,6,13,0.051458,0.065,9,67,29.725,83.458333,68.125,3.975,201.958333
33.83062,-117.93845,24,2004,6,14,0.043167,0.052,9,44,29.6375,86.541667,66.458333,3.833333,212.666667
33.83062,-117.93845,24,2004,6,15,0.045958,0.053,12,45,29.6,85.125,66.375,4.083333,204.208333
33.83062,-117.93845,24,2004,6,16,0.043417,0.047,14,40,29.6625,92.75,64.083333,3.25,195.166667
33.83062,-117.93845,24,2004,6,17,0.046125,0.059,11,50,29.720833,86.875,66.208333,3.904167,231.291667
33.83062,-117.93845,24,2004,6,18,0.0455,0.06,9,51,29.770833,85.75,65.916667,3.441667,217.75
33.83062,-117.93845,24,2004,6,19,0.049375,0.061,11,54,29.808333,86.375,65.208333,2.845833,232.083333
33.83062,-117.93845,24,2004,6,20,0.059042,0.071,10,87,29.758333,85.375,66.333333,3.316667,218.375
33.83062,-117.93845,24,2004,6,21,0.057792,0.064,10,64,29.65,86.416667,66.041667,3.758333,210.25
33.83062,-117.93845,24,2004,6,22,0.058833,0.07,12,84,29.65,87.958333,66.791667,4.008333,226.541667
33.83062,-117.93845,24,2004,6,23,0.05925,0.072,10,90,29.745833,89.208333,68.041667,4.2375,225.375
33.83062,-117.93845,24,2004,6,24,0.0625,0.08,11,111,29.770833,81,70,3.983333,209.958333
33.83062,-117.93845,24,2004,6,25,0.066125,0.087,10,129,29.7375,82.25,70.25,3.820833,217.958333
33.83062,-117.93845,24,2004,6,26,0.064417,0.085,9,124,29.658333,83.714286,69.666667,3.820833,191.083333
33.83062,-117.93845,24,2004,6,27,0.054708,0.066,7,71,29.65,84.681818,67.458333,3.979167,211.583333
33.83062,-117.93845,24,2004,6,28,0.04625,0.054,10,46,29.704167,81.5,66.75,4.654167,179.625
33.83062,-117.93845,24,2004,6,29,0.046458,0.056,10,47,29.729167,78.458333,66.166667,4.145833,217.833333
33.83062,-117.93845,24,2004,6,30,0.042458,0.055,10,47,29.779167,74.25,67.041667,3.904167,225.375
33.83062,-117.93845,24,2004,7,1,0.036208,0.051,9,43,29.791667,73.583333,67.541667,3.495833,187.958333
33.83062,-117.93845,24,2004,7,2,0.043375,0.057,11,48,29.758333,80.25,67.958333,3.679167,213.25
33.83062,-117.93845,24,2004,7,3,0.054333,0.069,10,80,29.708333,86.333333,67.125,3.470833,220.166667
33.83062,-117.93845,24,2004,7,4,0.051958,0.068,9,77,29.691667,81.708333,70.041667,3.358333,220.791667
33.83062,-117.93845,24,2004,7,5,0.052208,0.074,11,97,29.716667,86.541667,70,3.8,228.5
33.83062,-117.93845,24,2004,7,6,0.039792,0.052,10,44,29.7375,82.166667,70.166667,3.529167,249.833333
33.83062,-117.93845,24,2004,7,7,0.035375,0.046,10,39,29.670833,86,68.166667,3.75,219.375
33.83062,-117.93845,24,2004,7,8,0.035375,0.047,11,40,29.641667,82.75,67.708333,3.466667,228.166667
33.83062,-117.93845,24,2004,7,9,0.037292,0.053,11,45,29.6625,78.625,69.5,3.3125,253.958333
33.83062,-117.93845,24,2004,7,10,0.04325,0.06,10,51,29.675,78.166667,70.875,3.5,234.291667
33.83062,-117.93845,24,2004,7,11,0.051458,0.068,9,77,29.6375,80.083333,72.708333,3.525,229.708333
33.83062,-117.93845,24,2004,7,12,0.048958,0.073,10,93,29.608333,79.125,74.041667,3.425,207.541667
33.83062,-117.93845,24,2004,7,13,0.048167,0.064,9,64,29.6625,71.958333,75.416667,3.208333,228.5
33.83062,-117.93845,24,2004,7,14,0.047333,0.064,9,64,29.720833,73.625,74.291667,3.754167,212.458333
33.83062,-117.93845,24,2004,7,15,0.043292,0.06,10,51,29.741667,67.916667,76.833333,3.5375,203.958333
33.83062,-117.93845,24,2004,7,16,0.03775,0.057,10,48,29.708333,64.666667,76.416667,3.325,193.5
33.83062,-117.93845,24,2004,7,17,0.039333,0.057,10,48,29.7125,69,75.625,3.466667,198.333333
33.83062,-117.93845,24,2004,7,18,0.048458,0.068,9,77,29.7125,71.666667,76.708333,3.6125,205.5
33.83062,-117.93845,24,2004,7,19,0.037792,0.055,9,47,29.7,74.083333,76.625,3.608333,207.333333
33.83062,-117.93845,24,2004,7,20,0.038667,0.054,10,46,29.683333,74.083333,77.25,3.579167,214.25
33.83062,-117.93845,24,2004,7,21,0.04025,0.056,9,47,29.679167,82.695652,73.25,3.866667,205.875
33.83062,-117.93845,24,2004,7,22,0.047917,0.056,10,47,29.6375,84.863636,71.125,3.979167,220.208333
33.83062,-117.93845,24,2004,7,23,0.046333,0.058,10,49,29.620833,86.130435,71,3.508333,227.833333
33.83062,-117.93845,24,2004,7,24,0.052375,0.076,11,101,29.7,82.708333,73.125,3.475,249.375
33.83062,-117.93845,24,2004,7,25,0.054833,0.076,10,101,29.7125,79.958333,74.25,3.416667,225
33.83062,-117.93845,24,2004,7,26,0.050958,0.061,9,54,29.675,84.208333,72.333333,3.795833,219.291667
33.83062,-117.93845,24,2004,7,27,0.051917,0.062,10,58,29.691667,79.863636,71.75,3.904167,206.75
33.83062,-117.93845,24,2004,7,28,0.057458,0.066,9,71,29.7125,80.25,70.666667,3.941667,215.375
33.83062,-117.93845,24,2004,7,29,0.052792,0.074,9,97,29.679167,80.666667,70.333333,3.616667,213.541667
33.83062,-117.93845,24,2004,7,30,0.044208,0.062,10,58,29.6375,85.833333,68.708333,3.220833,212.958333
33.83062,-117.93845,24,2004,7,31,0.061208,0.078,11,106,29.6375,83.75,70.416667,3.6875,201.333333
33.83062,-117.93845,24,2004,8,1,0.060625,0.07,12,84,29.679167,86.958333,69.625,3.8,202.916667
33.83062,-117.93845,24,2004,8,2,0.054792,0.064,9,64,29.729167,80.291667,69.916667,3.604167,208.333333
33.83062,-117.93845,24,2004,8,3,0.052333,0.068,11,77,29.716667,77.25,70.916667,3.420833,217.125
33.83062,-117.93845,24,2004,8,4,0.055583,0.069,9,80,29.683333,86.291667,68.708333,4.120833,225
33.83062,-117.93845,18,2004,8,5,0.054611,0.066,13,71,29.725,85.083333,70.166667,3.3625,204.708333
33.83062,-117.93845,24,2004,8,6,0.04375,0.075,10,100,29.733333,82.333333,71.708333,3.316667,221.625
33.83062,-117.93845,24,2004,8,7,0.039292,0.068,9,77,29.7125,81.458333,72.25,3.420833,210.541667
33.83062,-117.93845,24,2004,8,8,0.04275,0.071,10,87,29.725,81.791667,73.291667,3.504167,213.666667
33.83062,-117.93845,24,2004,8,9,0.03825,0.058,10,49,29.729167,75.315789,74.458333,3.395833,211.583333
33.83062,-117.93845,24,2004,8,10,0.046667,0.069,10,80,29.704167,71.611111,76.125,3.4625,210.708333
33.83062,-117.93845,24,2004,8,11,0.051458,0.071,10,87,29.704167,82.9,73.333333,3.7625,217.666667
33.83062,-117.93845,24,2004,8,12,0.04575,0.064,10,64,29.716667,90.833333,70.583333,3.575,222.583333
33.83062,-117.93845,24,2004,8,13,0.04325,0.062,10,58,29.716667,85.416667,71.625,3.383333,217.208333
33.83062,-117.93845,24,2004,8,14,0.047958,0.062,10,58,29.7125,86.227273,71.375,4.004167,209.708333
33.83062,-117.93845,24,2004,8,15,0.050667,0.062,9,58,29.716667,88.958333,70.125,3.795833,213.541667
33.83062,-117.93845,24,2004,8,16,0.050125,0.064,10,64,29.716667,88.708333,70.125,3.641667,214.666667
33.83062,-117.93845,24,2004,8,17,0.049875,0.068,10,77,29.730435,90.952381,68.956522,3.317391,212.608696
33.83062,-117.93845,24,2004,8,18,0.046417,0.068,10,77,29.713043,90.210526,68.826087,3.465217,204.391304
33.83062,-117.93845,24,2004,8,19,0.043875,0.055,9,47,29.720833,87.541667,69.25,3.720833,210.541667
33.83062,-117.93845,24,2004,8,20,0.043083,0.055,10,47,29.729167,87.208333,69.458333,3.725,222.458333
33.83062,-117.93845,24,2004,8,21,0.042458,0.055,9,47,29.720833,86.541667,68.75,3.508333,226.5
33.83062,-117.93845,24,2004,8,22,0.044625,0.064,10,64,29.670833,80.958333,69.291667,3.0625,197.5
33.83062,-117.93845,24,2004,8,23,0.035333,0.048,9,41,29.691667,80.375,68.833333,3.758333,194.625
33.83062,-117.93845,24,2004,8,24,0.0355,0.052,10,44,29.683333,80.541667,69.291667,3.254167,199.333333
33.83062,-117.93845,24,2004,8,25,0.043167,0.059,10,50,29.666667,85.333333,70.083333,3.329167,193.75
33.83062,-117.93845,24,2004,8,26,0.051917,0.062,11,58,29.633333,88.166667,69.833333,3.591304,199.478261
33.83062,-117.93845,24,2004,8,27,0.049667,0.063,10,61,29.654167,82,71.5,3.81,171.55
33.83062,-117.93845,24,2004,8,28,0.048875,0.073,10,93,29.654167,88.458333,70.5,3.395833,217.958333
33.83062,-117.93845,24,2004,8,29,0.057375,0.085,10,124,29.654167,84.416667,71.041667,2.925,239.333333
33.83062,-117.93845,24,2004,8,30,0.048458,0.079,10,109,29.654167,82.833333,72.125,3.283333,238.125
33.83062,-117.93845,24,2004,8,31,0.043542,0.079,11,109,29.683333,82.75,73.375,3.054167,235.625
33.83062,-117.93845,24,2004,10,1,0.040583,0.06,10,51,29.75,81.826087,66.75,3.041667,214.291667
33.83062,-117.93845,24,2004,10,2,0.047,0.068,10,77,29.808333,77.2,66.708333,3.470833,168.041667
33.83062,-117.93845,24,2004,10,3,0.050083,0.075,10,100,29.816667,82,66.166667,2.995833,227.083333
33.83062,-117.93845,24,2004,10,4,0.043583,0.061,8,54,29.758333,84.272727,64.916667,2.779167,162.791667
33.83062,-117.93845,24,2004,10,5,0.039042,0.056,10,47,29.720833,79.214286,66.75,3.2875,189
33.83062,-117.93845,24,2004,10,6,0.050125,0.063,11,61,29.716667,78,67.75,3,183.958333
33.83062,-117.93845,24,2004,10,7,0.048583,0.082,10,116,29.7375,73.384615,69.458333,3.095833,208.375
33.83062,-117.93845,24,2004,10,8,0.054083,0.078,10,106,29.720833,71.375,69.25,2.85,205.416667
33.83062,-117.93845,24,2004,10,9,0.064083,0.085,8,124,29.65,83.923077,66,3.9375,208.208333
33.83062,-117.93845,24,2004,10,10,0.049167,0.064,9,64,29.591667,80.291667,65.208333,3.466667,205.041667
33.83062,-117.93845,24,2004,10,11,0.044,0.06,9,51,29.641667,81.904762,65.666667,3.3875,168.25
33.83062,-117.93845,24,2004,10,12,0.046292,0.054,15,46,29.683333,80.454545,68.083333,3.604167,170.583333
33.83062,-117.93845,24,2004,10,13,0.044125,0.059,9,50,29.708333,87.291667,68.375,3.791667,192.541667
33.83062,-117.93845,24,2004,10,14,0.041417,0.058,21,49,29.716667,70.533333,69.875,3.429167,214.625
33.83062,-117.93845,24,2004,10,15,0.053583,0.06,10,51,29.7,84.8,65.541667,3.758333,226.291667
33.83062,-117.93845,24,2004,10,16,0.054583,0.067,7,74,29.7,85.863636,64.208333,2.991667,181.125
33.83062,-117.93845,24,2004,10,17,0.04325,0.051,8,43,29.670833,90.7,64.333333,5.095833,211.416667
33.83062,-117.93845,24,2004,10,18,0.033292,0.047,9,40,29.7,78.714286,64.583333,3.208333,203.541667
33.83062,-117.93845,24,2004,10,19,0.040542,0.049,21,42,29.629167,87.75,63.333333,4.516667,163.958333
33.83062,-117.93845,24,2004,10,20,0.03725,0.052,9,44,29.5375,98.5,60.125,3.683333,156.25
33.83062,-117.93845,24,2004,10,21,0.034167,0.052,10,44,29.604167,80.684211,59.75,3.7875,190.208333
33.83062,-117.93845,24,2004,10,22,0.037625,0.06,9,51,29.779167,80.375,61.458333,3.358333,133.25
33.83062,-117.93845,24,2004,10,23,0.039792,0.064,10,64,29.729167,77.578947,62.208333,2.945833,165.166667
